amount,hour_of_day,is_weekend,receiver_account_age_days,receiver_report_count,receiver_tx_count_24h,receiver_unique_senders_24h,previous_connections_count,avg_transaction_amount_7d,amount_deviation,velocity_ratio,is_first_interaction,is_fraud
5010.0,21,0,69,2,6,8,6,1272.47,3.9341,1.1429,0,1
41.85,19,0,90,1,7,3,15,1626.3,0.0257,0.375,0,0
3211.81,7,0,271,2,8,6,29,700.7,4.5772,0.6667,0,0
1604.46,10,0,296,0,14,4,0,3915.62,0.4097,0.2667,1,0
955.91,23,0,334,0,8,4,30,1421.2,0.6721,0.4444,0,0
4388.04,1,0,525,3,16,7,1,198.8,21.9622,0.4118,0,1
2981.83,15,1,1140,0,23,9,0,6535.29,0.4562,0.375,1,0
7016.67,20,1,575,0,24,26,3,7509.71,0.9342,1.04,0,0
1126.3,10,0,325,2,14,2,6,604.16,1.8612,0.1333,0,1
3422.21,13,0,590,2,4,3,17,1497.32,2.284,0.6,0,0
1858.75,7,1,132,0,6,3,11,1754.79,1.0586,0.4286,0,0
2138.55,16,0,149,2,11,5,1,846.62,2.523,0.4167,0,0
1054.83,17,0,356,0,36,22,18,1019.63,1.0335,0.5946,0,0
1728.7,17,0,260,2,9,0,22,1745.83,0.9896,0.0,0,0
1438.69,16,0,12,5,15,23,1,111.84,12.7498,1.4375,0,1
119.05,21,0,624,2,11,0,26,1804.81,0.0659,0.0,0,0
2465.4,17,0,196,0,13,14,16,550.75,4.4683,1.0,0,0
1471.47,16,0,98,0,4,8,3,1719.66,0.8552,1.6,0,1
3982.91,5,1,560,4,10,9,1,814.18,4.8859,0.8182,0,1
5620.48,19,1,375,3,11,5,5,302.72,18.5055,0.4167,0,1
4249.89,19,0,1073,0,6,12,0,3423.21,1.2411,1.7143,1,0
340.88,6,0,128,1,10,1,3,1729.87,0.1969,0.0909,0,1
1902.54,12,1,86,3,12,4,5,216.73,8.7381,0.3077,0,1
910.28,23,0,81,2,12,5,5,1483.02,0.6134,0.3846,0,1
4357.39,17,1,91,2,0,3,23,1867.68,2.3318,3.0,0,0
5967.9,23,0,952,0,23,6,1,3808.1,1.5667,0.25,0,0
4735.25,16,0,568,0,5,5,0,4764.34,0.9937,0.8333,1,0
1959.31,10,1,57,2,5,5,1,1000.22,1.9569,0.8333,0,1
1428.69,13,1,249,1,8,6,0,1106.38,1.2902,0.6667,1,0
1053.75,9,0,77,0,8,5,2,443.02,2.3732,0.5556,0,0
1340.52,13,0,159,0,13,13,11,1583.38,0.8461,0.9286,0,0
7775.85,7,0,463,0,30,27,2,2926.69,2.656,0.871,0,0
1362.32,18,1,330,0,17,14,7,1834.02,0.7424,0.7778,0,0
2904.2,12,0,1168,0,5,9,0,3994.28,0.7269,1.5,1,0
4441.54,8,0,532,2,6,6,28,263.96,16.7631,0.8571,0,0
3330.9,23,0,532,2,14,0,30,1877.17,1.7735,0.0,0,0
8256.42,20,0,599,0,27,22,1,3486.58,2.3674,0.7857,0,0
11898.44,20,0,408,0,36,14,0,7123.94,1.67,0.3784,1,0
5138.56,16,0,406,2,4,4,27,568.25,9.0269,0.8,0,0
1283.41,15,0,212,3,12,6,5,833.63,1.5377,0.4615,0,1
951.5,8,0,385,0,6,3,1,1102.01,0.8626,0.4286,0,0
47713.99,5,0,190,2,17,4,0,153.54,308.7485,0.2222,1,1
1881.33,19,1,585,0,31,26,18,262.95,7.1276,0.8125,0,0
2231.56,3,0,140,0,10,5,6,830.2,2.6847,0.4545,0,1
57.66,12,0,316,0,39,13,20,1088.81,0.0529,0.325,0,0
1267.98,22,0,535,0,16,6,8,1198.74,1.0569,0.3529,0,0
604.19,20,0,278,0,13,6,3,908.12,0.6646,0.4286,0,1
3612.18,14,1,333,0,8,2,0,1183.54,3.0494,0.2222,1,0
4956.51,7,0,154,0,0,4,12,1801.64,2.7496,4.0,0,0
186.57,17,1,541,0,12,11,11,2082.53,0.0895,0.8462,0,0
4742.79,9,1,651,0,14,24,3,9121.77,0.5199,1.6,0,0
1472.13,12,1,287,3,17,11,1,922.16,1.5947,0.6111,0,1
1224.05,21,1,159,0,8,13,16,1989.36,0.615,1.4444,0,0
629.34,5,0,24,5,44,21,4,878.07,0.7159,0.4667,0,1
7506.1,8,0,1306,0,13,24,0,4957.78,1.5137,1.7143,1,0
5854.06,6,1,1184,0,24,23,1,5066.07,1.1553,0.92,0,0
834.97,23,0,559,1,9,3,6,332.8,2.5014,0.3,0,0
2555.52,0,1,199,0,7,5,1,1590.62,1.6056,0.625,0,1
1702.82,15,0,508,0,12,5,0,2771.61,0.6142,0.3846,1,0
3005.69,12,0,151,2,10,6,16,1539.26,1.9514,0.5455,0,0
4105.3,20,0,819,0,19,10,2,3424.24,1.1985,0.5,0,0
1069.86,10,0,121,0,24,5,6,1104.61,0.9677,0.2,0,0
4414.2,17,0,161,2,10,6,14,1467.12,3.0067,0.5455,0,0
1409.46,21,0,195,0,17,5,1,1669.08,0.8439,0.2778,0,1
1669.16,16,0,280,2,10,4,25,628.91,2.6498,0.3636,0,0
34.97,10,1,384,0,7,1,5,1344.75,0.026,0.125,0,0
2197.51,22,1,83,1,2,0,30,1593.8,1.3779,0.0,0,0
14568.55,12,0,1274,0,14,26,2,6653.69,2.1892,1.7333,0,0
4558.39,16,0,64,2,5,3,3,836.5,5.4429,0.5,0,1
2704.01,14,0,355,0,11,4,23,1941.06,1.3923,0.3333,0,0
9078.54,9,0,1220,0,38,17,2,9349.11,0.971,0.4359,0,0
208.65,15,0,585,2,10,2,19,1246.56,0.1672,0.1818,0,0
2541.29,19,0,826,0,8,0,0,2812.91,0.9031,0.0,1,0
13896.7,6,0,1179,0,26,16,3,8187.92,1.697,0.5926,0,0
1664.56,0,0,112,0,9,5,2,1784.01,0.9325,0.5,0,0
3257.48,6,0,589,1,7,3,13,1450.52,2.2442,0.375,0,0
1284.5,19,0,129,2,7,8,5,564.8,2.2702,1.0,0,1
2342.89,14,0,132,0,6,5,21,2003.95,1.1686,0.7143,0,0
2280.8,7,0,419,0,16,9,0,4401.11,0.5181,0.5294,1,0
1158.28,19,0,177,0,26,20,12,938.42,1.233,0.7407,0,0
602.13,13,0,268,3,12,10,5,976.71,0.6159,0.7692,0,1
4026.82,8,0,470,1,9,0,18,1639.71,2.4543,0.0,0,0
3378.51,9,1,649,0,2,6,27,1869.12,1.8066,2.0,0,0
7238.61,12,1,1076,0,19,24,2,4627.09,1.5641,1.2,0,0
2068.53,18,1,127,2,13,7,2,1441.6,1.4339,0.5,0,0
4951.53,15,0,129,2,7,3,17,1181.31,4.188,0.375,0,0
2344.5,20,0,301,2,14,12,0,442.16,5.2904,0.8,1,1
548.19,11,0,107,0,8,6,25,2036.61,0.269,0.6667,0,0
2014.59,20,1,538,0,10,3,8,298.12,6.7351,0.2727,0,0
1335.67,9,0,355,1,5,5,0,763.62,1.7468,0.8333,1,1
9.0,11,0,28,3,15,9,1,10.76,0.7653,0.5625,0,1
211.85,21,1,694,2,2,1,24,605.34,0.3494,0.3333,0,0
1773.33,20,0,690,1,9,3,30,1431.12,1.2383,0.3,0,0
4434.97,4,1,179,1,12,7,1,784.36,5.6471,0.5385,0,1
3307.4,19,0,435,0,6,5,7,1347.63,2.4524,0.7143,0,0
534.9,19,1,242,0,38,19,8,263.83,2.0198,0.4872,0,0
4071.63,12,0,495,1,11,7,1,1717.29,2.3696,0.5833,0,0
540.8,17,1,179,0,30,13,7,704.38,0.7667,0.4194,0,0
5438.69,17,1,74,4,10,4,3,907.63,5.9856,0.3636,0,1
1360.72,18,0,112,0,37,15,17,435.91,3.1144,0.3947,0,0
4008.23,22,1,349,0,5,5,18,1353.29,2.9597,0.8333,0,0
3672.71,4,0,329,4,7,2,1,903.78,4.0592,0.25,0,1
964.53,19,0,587,0,28,16,10,1021.81,0.943,0.5517,0,0
684.39,12,0,75,2,9,6,2,375.58,1.8174,0.6,0,1
3325.45,13,0,292,0,8,5,0,1690.48,1.966,0.5556,1,0
781.76,22,0,1125,0,8,4,0,2059.8,0.3793,0.4444,1,0
1329.21,13,0,520,0,26,8,15,914.07,1.4526,0.2963,0,0
4209.16,7,0,681,2,5,5,16,397.28,10.5683,0.8333,0,0
4461.98,7,0,266,1,0,3,18,1580.0,2.8223,3.0,0,0
4814.8,9,1,670,1,7,3,3,1148.84,4.1874,0.375,0,0
93.35,6,1,505,0,14,0,11,2046.5,0.0456,0.0,0,0
8617.82,23,0,362,5,17,11,2,656.74,13.1022,0.6111,0,1
294.05,7,0,223,0,11,8,0,3559.17,0.0826,0.6667,1,0
28077.6,0,1,253,4,18,11,5,192.07,145.427,0.5789,0,1
1542.19,9,0,227,0,6,5,9,827.55,1.8613,0.7143,0,0
10255.04,11,0,900,0,33,23,3,7368.14,1.3916,0.6765,0,0
458.12,9,0,276,1,7,3,17,394.35,1.1588,0.375,0,0
2491.29,20,1,193,1,5,9,6,250.04,9.9239,1.5,0,0
1563.84,22,1,35,2,7,6,1,1628.94,0.9594,0.75,0,1
748.99,1,1,122,1,3,7,1,1445.06,0.518,1.75,0,1
1742.95,15,0,249,0,10,6,0,3237.64,0.5382,0.5455,1,0
869.95,8,0,164,0,26,14,13,384.3,2.2579,0.5185,0,0
1137.63,11,0,41,0,4,6,25,1099.88,1.0334,1.2,0,0
12276.05,14,0,408,0,18,6,0,3090.58,3.9708,0.3158,1,0
3999.22,11,0,87,1,7,5,6,868.26,4.6007,0.625,0,0
796.84,14,1,78,2,14,6,2,2113.22,0.3769,0.4,0,0
1583.25,19,1,407,2,2,1,19,1035.8,1.5271,0.3333,0,0
3453.82,17,0,114,0,13,2,6,215.16,15.9781,0.1429,0,0
4193.55,11,1,358,0,9,8,0,1522.35,2.7528,0.8,1,0
156.9,20,0,489,0,36,10,1,1297.06,0.1209,0.2703,0,0
4708.32,20,0,73,0,11,8,4,510.19,9.2105,0.6667,0,1
265.1,16,0,176,0,11,6,0,1866.96,0.1419,0.5,1,0
2434.99,6,0,1112,0,22,6,3,5375.57,0.4529,0.2609,0,0
3620.54,20,0,332,0,7,4,17,754.91,4.7896,0.5,0,0
9573.84,12,0,1071,0,31,15,3,3939.79,2.4294,0.4688,0,0
3489.54,11,0,294,1,4,6,5,739.15,4.7146,1.2,0,0
1950.58,16,1,413,0,13,3,0,2350.74,0.8294,0.2143,1,0
2549.82,2,0,9,5,37,14,1,447.76,5.6819,0.3684,0,1
2313.08,23,0,34,0,8,0,11,1222.05,1.8912,0.0,0,0
4600.28,4,1,71,2,9,7,4,370.73,12.3753,0.7,0,0
1977.26,12,0,200,2,10,3,6,1608.31,1.2286,0.2727,0,0
40299.21,4,0,416,1,21,3,3,319.8,125.621,0.1364,0,1
4084.3,7,0,583,1,11,4,8,938.42,4.3477,0.3333,0,0
4319.07,19,0,980,0,33,11,2,8434.79,0.512,0.3235,0,0
3001.27,18,1,188,0,2,6,29,289.27,10.3396,2.0,0,0
9168.93,13,0,535,0,12,7,2,5130.88,1.7867,0.5385,0,0
1095.35,5,1,144,2,5,9,5,1316.38,0.8315,1.5,0,1
1281.86,16,0,249,0,6,5,28,69.45,18.1953,0.7143,0,0
1680.61,0,1,0,6,24,27,5,671.87,2.4977,1.08,0,1
1133.39,22,1,411,0,2,3,3,792.7,1.428,1.0,0,0
3429.81,14,0,208,2,5,0,5,1034.36,3.3127,0.0,0,0
5436.39,12,0,1451,0,23,13,1,6779.39,0.8018,0.5417,0,0
4634.56,16,0,624,2,2,5,18,736.28,6.286,1.6667,0,0
3270.51,11,0,66,1,13,6,18,1811.95,1.804,0.4286,0,0
852.05,23,0,119,0,8,6,1,935.0,0.9103,0.6667,0,1
1138.45,16,0,18,2,34,33,6,259.74,4.3662,0.9429,0,1
3351.11,12,0,325,0,6,1,8,153.53,21.6858,0.1429,0,0
1270.03,18,1,436,0,7,3,28,923.99,1.373,0.375,0,0
233.38,11,1,343,1,9,2,22,284.68,0.8169,0.2,0,0
3853.15,18,1,139,0,7,9,3,2160.64,1.7825,1.125,0,0
1837.88,12,0,562,0,27,8,5,787.79,2.33,0.2857,0,0
5292.13,17,1,57,0,7,2,21,1888.29,2.8011,0.25,0,0
18396.48,4,1,306,3,14,8,2,372.18,49.2965,0.5333,0,1
6741.01,0,0,690,2,19,7,0,44.92,146.799,0.35,1,1
843.88,20,0,125,0,15,12,12,1274.69,0.6615,0.75,0,0
14774.48,23,1,471,0,18,19,3,10185.36,1.4504,1.0,0,0
100.04,9,0,266,0,24,19,6,1101.03,0.0908,0.76,0,0
3800.09,23,0,507,1,2,5,23,342.04,11.0777,1.6667,0,0
11604.26,23,0,1383,0,33,13,2,6159.09,1.8838,0.3824,0,0
4430.36,6,0,200,2,5,10,3,704.49,6.2798,1.6667,0,0
5307.17,22,0,1325,0,17,19,3,5265.04,1.0078,1.0556,0,0
2124.37,19,0,507,2,9,2,30,831.11,2.553,0.2,0,0
2678.97,18,0,476,0,22,7,16,443.92,6.0212,0.3043,0,0
395.3,10,0,294,0,31,19,8,1293.14,0.3055,0.5938,0,0
4160.11,16,0,650,2,2,4,14,648.0,6.41,1.3333,0,0
4459.74,15,1,305,1,0,0,16,1254.3,3.5527,0.0,0,0
8.38,11,0,59,3,23,17,0,2.54,2.3672,0.7083,1,1
4732.38,12,0,164,1,7,3,1,1324.78,3.5695,0.375,0,0
9555.99,17,0,594,0,16,26,0,8496.09,1.1246,1.5294,1,0
370.73,19,0,659,0,9,3,25,1604.71,0.2309,0.3,0,0
12857.24,6,0,1097,0,21,10,1,6939.23,1.8526,0.4545,0,0
1133.96,11,0,120,0,28,13,6,138.63,8.1212,0.4483,0,0
7009.76,9,1,830,0,26,23,1,6032.49,1.1618,0.8519,0,0
2325.51,11,1,344,2,4,0,11,1494.63,1.5549,0.0,0,0
538.19,13,0,251,2,10,4,28,1471.5,0.3655,0.3636,0,0
3824.48,11,0,1137,0,12,6,0,4378.42,0.8733,0.4615,1,0
2364.77,16,0,546,0,6,8,0,2494.59,0.9476,1.1429,1,0
4957.46,7,0,121,0,16,11,2,1561.58,3.1726,0.6471,0,0
2512.62,21,0,607,0,5,8,0,208.98,11.966,1.3333,1,0
2753.75,7,0,637,1,6,4,7,1220.34,2.2547,0.5714,0,0
408.09,12,0,401,1,5,4,2,828.65,0.4919,0.6667,0,1
432.43,19,0,434,0,22,13,3,723.07,0.5972,0.5652,0,0
8162.16,12,0,1215,0,17,10,2,8255.07,0.9886,0.5556,0,0
2877.61,17,0,46,2,5,6,4,1323.89,2.172,1.0,0,0
803.92,18,0,216,1,1,7,3,171.55,4.6591,3.5,0,0
2475.45,20,0,164,1,9,5,1,1643.32,1.5055,0.5,0,0
9138.23,13,0,564,0,10,11,1,9739.78,0.9381,1.0,0,0
4377.0,9,1,639,2,7,3,22,1515.01,2.8872,0.375,0,0
4528.78,15,1,382,2,2,3,19,1450.61,3.1198,1.0,0,0
1186.38,11,0,24,5,32,28,6,945.71,1.2532,0.8485,0,1
4669.74,20,0,33,0,11,7,4,340.78,13.663,0.5833,0,1
463.54,18,1,258,0,22,6,17,977.77,0.4736,0.2609,0,0
2637.04,10,0,590,0,23,20,3,5086.79,0.5183,0.8333,0,0
107.91,10,1,617,1,7,4,10,1441.16,0.0748,0.5,0,0
7015.44,22,1,615,0,40,15,3,8308.13,0.8443,0.3659,0,0
4313.22,11,0,60,0,5,8,6,489.46,8.7942,1.3333,0,1
13860.89,7,0,1314,0,19,21,0,6370.66,2.1754,1.05,1,0
5107.9,19,1,395,2,9,5,29,1679.39,3.0397,0.5,0,0
4431.72,4,1,164,4,18,5,5,335.22,13.181,0.2632,0,1
3266.97,17,0,149,2,0,0,25,602.86,5.4101,0.0,0,0
2814.66,18,0,144,0,13,3,10,1849.99,1.5206,0.2143,0,0
3141.0,21,1,48,1,10,2,0,334.59,9.3596,0.1818,1,1
3638.38,7,0,193,2,5,5,9,348.32,10.4156,0.8333,0,0
3433.45,14,0,582,0,3,9,0,4502.5,0.7624,2.25,1,0
4924.79,9,0,1019,0,32,10,2,3290.75,1.4961,0.303,0,0
4339.59,14,1,410,2,3,5,16,1628.78,2.6627,1.25,0,0
2747.55,12,0,467,0,22,6,18,911.26,3.0118,0.2609,0,0
13518.69,22,0,1240,0,19,16,3,5051.07,2.6759,0.8,0,0
1195.51,6,0,43,2,8,6,6,416.81,2.8614,0.6667,0,0
3910.52,11,0,433,0,14,8,0,509.09,7.6663,0.5333,1,0
501.15,13,1,636,2,7,2,24,660.92,0.7571,0.25,0,0
2118.79,8,0,356,0,20,6,14,1220.83,1.7341,0.2857,0,0
1248.08,8,0,18,1,11,20,5,809.39,1.5401,1.6667,0,1
1945.27,14,0,297,0,21,10,17,987.58,1.9677,0.4545,0,0
45845.69,4,0,244,3,6,6,5,603.57,75.8319,0.8571,0,1
4866.42,15,0,89,0,10,8,1,363.36,13.3561,0.7273,0,0
11424.6,21,0,1499,0,17,16,2,5696.37,2.0052,0.8889,0,0
44837.55,4,0,458,4,15,4,0,567.29,78.8991,0.25,1,1
2436.61,3,0,55,1,14,6,0,1600.59,1.5214,0.4,1,1
1067.82,19,0,433,0,31,25,15,882.14,1.2091,0.7812,0,0
1948.72,19,0,167,0,12,8,1,715.42,2.7201,0.6154,0,1
970.0,19,0,51,1,10,0,1,704.27,1.3754,0.0,0,0
2737.95,11,0,82,0,2,4,15,471.87,5.7901,1.3333,0,0
8433.9,4,0,562,1,6,8,5,163.99,51.1176,1.1429,0,1
41390.55,4,0,539,1,16,10,5,479.93,86.0636,0.5882,0,1
1259.5,8,0,334,0,23,12,20,2086.4,0.6034,0.5,0,0
1417.93,13,0,281,0,10,2,2,680.78,2.0797,0.1818,0,0
4170.4,23,0,288,1,8,2,16,1815.43,2.2959,0.2222,0,0
1068.8,22,0,260,0,25,15,15,299.65,3.555,0.5769,0,0
1195.56,9,1,396,1,12,7,4,890.39,1.3412,0.5385,0,1
2595.55,14,0,198,0,8,4,23,1573.07,1.6489,0.4444,0,0
1775.39,16,1,476,0,39,10,18,1350.53,1.3136,0.25,0,0
1581.69,17,1,173,2,7,10,3,615.27,2.5666,1.25,0,1
4573.14,14,1,716,0,5,10,0,1113.46,4.1035,1.6667,1,0
32249.38,2,0,382,0,11,3,2,506.26,63.5756,0.25,0,1
1751.79,15,0,230,1,13,6,3,1847.22,0.9478,0.4286,0,0
3219.45,20,0,665,2,0,2,23,821.1,3.9161,2.0,0,0
2066.53,11,0,971,0,2,7,0,2664.24,0.7754,2.3333,1,0
3110.07,23,0,150,2,8,5,0,171.03,18.0786,0.5556,1,0
6378.98,17,0,1391,0,26,25,1,6969.3,0.9152,0.9259,0,0
2238.56,15,0,148,1,11,11,0,1828.78,1.2234,0.9167,1,1
3849.0,18,0,146,2,0,6,29,479.63,8.0082,6.0,0,0
4642.11,10,0,593,0,8,3,15,1054.27,4.399,0.3333,0,0
1689.22,9,0,118,0,9,1,7,1541.4,1.0952,0.1,0,0
2745.19,6,0,14,2,46,20,5,131.05,20.789,0.4255,0,1
867.0,9,0,1025,0,10,7,0,3578.72,0.2422,0.6364,1,0
1094.88,22,1,316,0,27,12,6,864.09,1.2656,0.4286,0,0
10556.32,12,0,795,0,33,6,1,12427.83,0.8493,0.1765,0,0
2008.61,11,0,422,0,12,5,17,318.13,6.294,0.3846,0,0
3908.2,0,1,42,2,8,7,0,1823.17,2.1425,0.7778,1,1
12582.13,8,0,1029,0,17,17,0,5065.75,2.4833,0.9444,1,0
4716.6,9,1,1070,0,30,25,3,8007.33,0.589,0.8065,0,0
5227.74,1,1,177,0,7,8,1,905.52,5.7668,1.0,0,0
382.02,19,1,493,0,41,19,10,314.47,1.211,0.4524,0,0
1266.0,2,0,30,4,31,7,3,506.49,2.4946,0.2188,0,1
4785.6,20,1,363,2,2,2,26,1692.62,2.8257,0.6667,0,0
3758.15,13,0,304,1,9,4,29,99.48,37.402,0.4,0,0
12.49,3,1,19,1,23,11,0,30.82,0.3925,0.4583,1,1
303.71,19,0,664,0,15,5,0,2797.19,0.1085,0.3125,1,0
21261.59,1,1,616,4,16,7,6,649.44,32.688,0.4118,0,1
13.34,23,1,37,4,11,10,0,15.41,0.8129,0.8333,1,1
3.89,5,0,39,0,8,13,1,5.15,0.6325,1.4444,0,1
3132.59,7,0,488,0,7,0,13,1541.62,2.0307,0.0,0,0
1296.7,11,0,131,0,32,21,5,1440.8,0.8994,0.6364,0,0
2635.27,7,0,387,1,9,1,3,506.44,5.1933,0.1,0,0
9468.5,18,0,132,4,20,9,4,474.48,19.9136,0.4286,0,1
11612.71,13,1,763,0,11,23,3,6951.03,1.6704,1.9167,0,0
363.94,13,1,363,1,9,12,4,787.45,0.4616,1.2,0,1
1808.93,21,0,664,2,2,1,16,1575.4,1.1475,0.3333,0,0
159.34,16,0,354,1,9,3,18,70.27,2.2357,0.3,0,0
1587.82,9,0,17,3,36,33,1,855.02,1.8549,0.8919,0,1
3926.0,13,1,94,0,11,8,3,1066.51,3.6777,0.6667,0,0
1041.05,8,1,144,0,24,7,12,825.39,1.2598,0.28,0,0
2354.7,14,0,402,1,0,1,30,601.29,3.9096,1.0,0,0
1053.45,10,1,142,2,16,7,4,2011.72,0.5234,0.4118,0,0
2542.49,13,1,478,1,6,2,9,2025.53,1.2546,0.2857,0,0
6902.03,9,1,1174,0,29,23,0,6066.1,1.1376,0.7667,1,0
3656.07,14,0,117,0,0,1,0,1486.72,2.4575,1.0,1,0
387.83,10,1,477,0,21,12,10,293.19,1.3183,0.5455,0,0
1083.05,6,1,533,0,13,6,12,186.01,5.7914,0.4286,0,0
46047.82,2,0,476,3,7,5,3,438.47,104.7803,0.625,0,1
12386.07,22,1,623,0,9,18,2,8689.46,1.4252,1.8,0,0
7.84,0,0,18,1,15,9,3,16.2,0.4558,0.5625,0,1
340.17,13,0,375,2,16,11,2,716.66,0.474,0.6471,0,1
13617.89,12,0,520,0,15,19,3,7471.96,1.8223,1.1875,0,0
2593.28,18,0,249,2,0,3,7,1571.44,1.6492,3.0,0,0
2409.43,15,1,303,0,17,6,20,262.06,9.1592,0.3333,0,0
9317.29,21,1,1481,0,38,8,0,10108.52,0.9216,0.2051,1,0
1839.55,11,0,584,2,4,1,30,346.89,5.2877,0.2,0,0
8837.11,21,0,1177,0,36,16,1,11363.63,0.7776,0.4324,0,0
35396.37,0,0,710,5,10,10,0,829.26,42.6329,0.9091,1,1
2018.27,8,1,208,0,37,19,19,1247.72,1.6163,0.5,0,0
5899.58,15,1,260,0,10,6,3,97.62,59.8213,0.5455,0,1
3632.05,11,0,169,2,6,7,3,1226.53,2.9588,1.0,0,0
3378.99,23,1,439,1,6,3,1,100.26,33.3694,0.4286,0,0
692.83,21,0,174,0,24,22,6,912.19,0.7587,0.88,0,0
2248.16,9,0,61,1,12,5,24,1636.58,1.3729,0.3846,0,0
1202.68,14,1,605,1,4,5,27,1501.23,0.8006,1.0,0,0
14010.81,11,0,863,0,33,19,0,6576.9,2.13,0.5588,1,0
715.34,19,0,489,2,9,5,26,1069.54,0.6682,0.5,0,0
1675.04,12,0,350,2,14,8,4,430.14,3.8851,0.5333,0,1
2390.41,8,1,38,1,13,9,4,840.69,2.84,0.6429,0,0
6964.91,21,1,231,4,19,13,1,797.13,8.7265,0.65,0,1
1573.28,6,0,139,2,8,3,1,1583.83,0.9927,0.3333,0,0
7549.86,0,0,692,3,4,6,6,734.97,10.2584,1.2,0,1
2206.79,17,0,519,0,24,15,7,878.73,2.5085,0.6,0,0
4098.11,7,1,663,0,4,0,23,416.43,9.8175,0.0,0,0
4265.13,17,0,112,0,15,10,4,716.25,5.9465,0.625,0,1
4384.27,22,0,578,0,12,0,24,1237.09,3.5412,0.0,0,0
2488.95,10,1,570,1,0,7,10,459.13,5.4092,7.0,0,0
4442.99,10,0,1331,0,13,16,3,3096.18,1.4345,1.1429,0,0
5.93,8,1,46,1,28,6,2,20.19,0.2798,0.2069,0,1
2843.92,7,0,256,0,6,3,22,1336.16,2.1268,0.4286,0,0
1955.22,19,0,521,0,20,15,11,248.95,7.8224,0.7143,0,0
950.19,23,0,606,2,5,4,27,554.35,1.711,0.6667,0,0
828.51,17,0,462,0,20,8,17,237.91,3.4679,0.381,0,0
5035.23,3,0,174,2,4,9,0,412.1,12.1889,1.8,1,0
39214.95,23,1,201,0,13,5,1,83.36,464.8524,0.3571,0,1
2300.72,8,0,222,0,22,15,9,1126.49,2.0406,0.6522,0,0
2963.9,19,0,212,1,11,2,6,102.5,28.6367,0.1667,0,0
1872.51,13,0,538,0,26,14,10,681.7,2.7428,0.5185,0,0
1565.42,16,1,462,0,23,8,8,373.75,4.1772,0.3333,0,0
4149.23,16,1,115,0,15,8,1,1111.45,3.7298,0.5,0,0
1056.76,16,0,190,2,11,6,0,1245.9,0.8475,0.5,1,1
1190.02,4,0,34,1,10,12,5,1191.57,0.9979,1.0909,0,0
1304.22,22,0,502,1,3,5,7,662.09,1.9669,1.25,0,0
3562.91,14,0,515,2,14,2,18,1464.81,2.4307,0.1333,0,0
2503.25,17,0,503,0,25,13,20,1174.78,2.129,0.5,0,0
2775.71,9,0,543,0,35,7,2,7950.99,0.3491,0.1944,0,0
1939.48,8,0,357,2,10,4,24,376.12,5.1429,0.3636,0,0
2289.39,8,0,254,2,6,1,15,1277.21,1.7911,0.1429,0,0
3372.78,6,1,126,0,12,6,6,510.63,6.5922,0.4615,0,1
9.77,16,0,43,1,18,9,1,31.71,0.2987,0.4737,0,1
6623.7,15,0,121,0,18,12,1,513.27,12.8798,0.6316,0,1
5731.94,15,0,1238,0,28,20,1,3225.62,1.7765,0.6897,0,0
598.35,19,0,416,0,36,23,16,1614.9,0.3703,0.6216,0,0
417.29,21,0,479,0,7,5,29,306.04,1.3591,0.625,0,0
1788.5,14,1,493,0,33,11,14,1371.31,1.3033,0.3235,0,0
5794.72,18,0,940,0,16,19,3,3562.85,1.626,1.1176,0,0
2743.52,15,0,301,0,11,10,16,1660.36,1.6514,0.8333,0,0
3048.13,13,0,139,1,5,6,4,1151.69,2.6444,1.0,0,0
12699.82,21,0,500,0,29,25,1,4428.12,2.8673,0.8333,0,0
779.9,10,0,133,1,2,3,26,468.31,1.6618,1.0,0,0
3052.46,11,0,599,1,13,5,2,1338.17,2.2794,0.3571,0,0
1444.98,16,0,366,0,0,8,18,1354.27,1.0662,8.0,0,0
640.25,14,0,363,0,12,10,5,570.7,1.1199,0.7692,0,1
1233.88,22,1,586,0,20,11,5,1387.72,0.8885,0.5238,0,0
4318.06,22,0,642,1,4,6,14,681.86,6.3235,1.2,0,0
402.28,17,0,402,2,9,1,25,883.37,0.4549,0.1,0,0
3355.75,11,0,431,1,0,7,17,701.49,4.7769,7.0,0,0
1273.54,20,0,354,0,4,3,15,111.94,11.2763,0.6,0,0
459.1,1,0,125,2,11,7,5,1553.22,0.2954,0.5833,0,0
7.19,13,1,49,0,15,3,0,39.64,0.1769,0.1875,1,1
6.83,22,1,45,4,25,8,0,20.87,0.3123,0.3077,1,1
1827.75,11,1,516,0,34,18,15,1430.81,1.2765,0.5143,0,0
932.95,11,0,421,0,8,7,29,678.09,1.3738,0.7778,0,0
1086.74,11,1,1023,0,14,3,0,944.96,1.1488,0.2,1,0
4859.18,12,0,122,2,0,3,23,433.57,11.1816,3.0,0,0
4707.21,8,0,188,0,2,2,15,1967.3,2.3915,0.6667,0,0
1685.32,19,1,241,0,7,4,3,194.02,8.6418,0.5,0,1
801.81,7,0,420,0,40,12,12,391.67,2.0419,0.2927,0,0
1384.12,7,0,200,1,13,4,20,140.01,9.8158,0.2857,0,0
5340.66,14,1,629,1,5,7,5,956.57,5.5773,1.1667,0,0
779.45,14,0,372,0,31,10,13,1349.77,0.577,0.3125,0,0
2672.83,14,1,738,0,13,9,0,1454.38,1.8365,0.6429,1,0
144.07,9,0,172,2,5,1,12,530.37,0.2711,0.1667,0,0
